Class_path,Method_%,Method_fraction,Block_%,Block_fraction,Branch_%,Branch_fraction,Line_%,Line_fraction
org\apache\hadoop\hive\service\ThriftHive$Processor$clean,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\hadoop\hive\service\ThriftHive$Processor$execute,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$fetchAll,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$fetchN,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$fetchOne,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$getClusterStatus,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$getQueryPlan,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$getSchema,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor$getThriftSchema,0,(0/4),0,(0/6),-,,0,(0/10)
org\apache\hadoop\hive\service\ThriftHive$Processor,0,(0/4),0,(0/4),-,,0,(0/15)
org\apache\hadoop\hive\service\ThriftHive,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\shims\CombineHiveKey,0,(0/7),0,(0/12),0,(0/4),0,(0/11)
org\apache\hadoop\hive\shims\Hadoop20SShims$1,0,(0/3),0,(0/15),0,(0/10),0,(0/15)
org\apache\hadoop\hive\shims\Hadoop20SShims$2,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hadoop\hive\shims\Hadoop20SShims$3,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\shims\Hadoop20SShims$4,0,(0/1),0,(0/15),-,,0,(0/2)
org\apache\hadoop\hive\shims\Hadoop20SShims$Hadoop20SFileStatus,0,(0/3),0,(0/5),0,(0/2),0,(0/7)
org\apache\hadoop\hive\shims\Hadoop20SShims$HCatHadoopShims20S,0,(0/12),0,(0/30),0,(0/10),0,(0/49)
org\apache\hadoop\hive\shims\Hadoop20SShims$KerberosNameShim,0,(0/6),0,(0/6),-,,0,(0/8)
org\apache\hadoop\hive\shims\Hadoop20SShims$MiniDFSShim,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hadoop\hive\shims\Hadoop20SShims$MiniMrShim,0,(0/4),0,(0/10),0,(0/4),0,(0/16)
org\apache\hadoop\hive\shims\Hadoop23Shims$1,0,(0/3),0,(0/8),0,(0/4),0,(0/10)
org\apache\hadoop\hive\shims\Hadoop23Shims$2,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hadoop\hive\shims\Hadoop23Shims$3,50,(1/2),50,(1/2),-,,50,(1/2)
org\apache\hadoop\hive\shims\Hadoop23Shims$4,0,(0/2),0,(0/4),0,(0/2),0,(0/4)
org\apache\hadoop\hive\shims\Hadoop23Shims$5,0,(0/1),0,(0/21),-,,0,(0/3)
org\apache\hadoop\hive\shims\Hadoop23Shims$Hadoop23FileStatus,75,(3/4),75,(6/8),50,(2/4),82,(9/11)
org\apache\hadoop\hive\shims\Hadoop23Shims$HdfsEncryptionShim,0,(0/10),0,(0/43),0,(0/32),0,(0/61)
org\apache\hadoop\hive\shims\Hadoop23Shims$KerberosNameShim,0,(0/6),0,(0/6),-,,0,(0/8)
org\apache\hadoop\hive\shims\Hadoop23Shims$MiniDFSShim,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hadoop\hive\shims\Hadoop23Shims$MiniMrShim,0,(0/5),0,(0/10),0,(0/4),0,(0/23)
org\apache\hadoop\hive\shims\Hadoop23Shims$ProxyFileSystem23$1,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hadoop\hive\shims\Hadoop23Shims$ProxyFileSystem23,25,(1/4),8,(1/12),0,(0/2),14,(3/22)
org\apache\hadoop\hive\shims\Hadoop23Shims$StoragePolicyShim,0,(0/2),0,(0/7),0,(0/4),0,(0/11)
org\apache\hadoop\hive\shims\HadoopShims$DirectCompressionType,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hadoop\hive\shims\HadoopShims$HCatHadoopShims$PropertyName,0,(0/2),0,(0/2),-,,0,(0/1)
org\apache\hadoop\hive\shims\HadoopShims$JobTrackerState,0,(0/2),0,(0/2),-,,0,(0/1)
org\apache\hadoop\hive\shims\HadoopShims$NoopHdfsEncryptionShim,0,(0/8),0,(0/8),-,,0,(0/8)
org\apache\hadoop\hive\shims\HadoopShims$StoragePolicyValue,0,(0/3),0,(0/5),0,(0/2),0,(0/7)
org\apache\hadoop\hive\shims\HadoopShimsSecure$CombineFileInputFormatShim,0,(0/6),0,(0/18),0,(0/10),0,(0/24)
org\apache\hadoop\hive\shims\HadoopShimsSecure$CombineFileRecordReader,0,(0/10),0,(0/38),0,(0/28),0,(0/60)
org\apache\hadoop\hive\shims\HadoopShimsSecure$InputSplitShim,0,(0/7),0,(0/11),0,(0/4),0,(0/21)
org\apache\hadoop\hive\shims\HadoopShimsSecure,60,(3/5),60,(3/5),-,,55,(6/11)
org\apache\hadoop\hive\shims\HiveEventCounter,43,(6/14),43,(6/14),-,,46,(11/24)
org\apache\hadoop\hive\shims\HiveHarFileSystem,0,(0/3),0,(0/11),0,(0/6),0,(0/14)
org\apache\hadoop\hive\shims\Jetty20SShims$1,-,,-,,-,,-,
org\apache\hadoop\hive\shims\Jetty20SShims$Server,0,(0/3),0,(0/3),-,,0,(0/13)
org\apache\hadoop\hive\shims\Jetty20SShims,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hadoop\hive\shims\Jetty23Shims$1,-,,-,,-,,-,
org\apache\hadoop\hive\shims\Jetty23Shims$Server,100,(3/3),100,(3/3),-,,100,(13/13)
org\apache\hadoop\hive\shims\Jetty23Shims,100,(2/2),100,(2/2),-,,100,(4/4)
org\apache\hadoop\hive\shims\MiniSparkOnYARNCluster,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hadoop\hive\shims\ShimLoader,80,(8/10),69,(18/26),53,(8/15),79,(37/47)
org\apache\hadoop\hive\shims\Utils$JaasConfiguration,0,(0/2),0,(0/6),0,(0/4),0,(0/21)
org\apache\hadoop\hive\shims\Utils,14,(1/7),13,(2/16),13,(1/8),12,(3/25)
org\apache\hadoop\hive\shims\ZeroCopyShims$1,0,(0/1),0,(0/7),-,,0,(0/1)
org\apache\hadoop\hive\shims\ZeroCopyShims$ByteBufferPoolAdapter,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\hadoop\hive\shims\ZeroCopyShims$DirectDecompressorAdapter,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hadoop\hive\shims\ZeroCopyShims$ZeroCopyAdapter,0,(0/4),0,(0/9),0,(0/4),0,(0/16)
org\apache\hadoop\hive\thrift\DBTokenStore,0,(0/15),0,(0/40),0,(0/14),0,(0/64)
org\apache\hadoop\hive\thrift\DelegationTokenIdentifier,0,(0/4),0,(0/4),-,,0,(0/6)
org\apache\hadoop\hive\thrift\DelegationTokenSecretManager,0,(0/6),0,(0/8),0,(0/2),0,(0/27)
org\apache\hadoop\hive\thrift\DelegationTokenSelector,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hadoop\hive\thrift\DelegationTokenStore$TokenStoreException,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Client$SaslClientCallbackHandler,0,(0/4),0,(0/28),0,(0/22),0,(0/33)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Client,0,(0/2),0,(0/8),0,(0/5),0,(0/19)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$3,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$4,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$ServerMode,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$TUGIAssumingProcessor$1,0,(0/2),0,(0/3),-,,0,(0/4)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$TUGIAssumingProcessor,0,(0/2),0,(0/24),0,(0/14),0,(0/48)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$TUGIAssumingTransportFactory$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server$TUGIAssumingTransportFactory,0,(0/3),0,(0/12),0,(0/10),0,(0/8)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge$Server,0,(0/15),0,(0/42),0,(0/24),0,(0/77)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge,22,(2/9),10,(2/21),0,(0/6),5,(2/41)
org\apache\hadoop\hive\thrift\HadoopThriftAuthBridge23,67,(2/3),44,(7/16),25,(2/8),41,(12/29)
org\apache\hadoop\hive\thrift\MemoryTokenStore,0,(0/14),0,(0/44),0,(0/24),0,(0/41)
org\apache\hadoop\hive\thrift\TFilterTransport,29,(4/14),29,(4/14),-,,32,(7/22)
org\apache\hadoop\hive\thrift\TokenStoreDelegationTokenSecretManager$ExpiredTokenRemover,0,(0/2),0,(0/14),0,(0/6),0,(0/26)
org\apache\hadoop\hive\thrift\TokenStoreDelegationTokenSecretManager,0,(0/15),0,(0/60),0,(0/28),0,(0/123)
org\apache\hadoop\hive\thrift\TUGIContainingTransport$Factory,100,(3/3),83,(5/6),75,(3/4),90,(9/10)
org\apache\hadoop\hive\thrift\TUGIContainingTransport,50,(2/4),50,(3/6),50,(1/2),50,(4/8)
org\apache\hadoop\hive\thrift\ZooKeeperTokenStore$1,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\hadoop\hive\thrift\ZooKeeperTokenStore$2,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hadoop\hive\thrift\client\TUGIAssumingTransport$1,0,(0/2),0,(0/4),-,,0,(0/6)
org\apache\hadoop\hive\thrift\client\TUGIAssumingTransport,0,(0/2),0,(0/8),0,(0/2),0,(0/14)
org\apache\hadoop\mapred\WebHCatJTShim20S,0,(0/9),0,(0/9),-,,0,(0/18)
org\apache\hadoop\mapred\WebHCatJTShim23$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\mapred\WebHCatJTShim23,0,(0/11),0,(0/39),0,(0/16),0,(0/76)
org\apache\hadoop\security\token\delegation\HiveDelegationTokenSupport,0,(0/4),0,(0/5),-,,0,(0/19)
org\apache\hive\hcatalog\api\ConnectionFailureException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\api\HCatAddPartitionDesc$1,-,,-,,-,,-,
org\apache\hive\hcatalog\api\HCatAddPartitionDesc$Builder,0,(0/3),0,(0/6),0,(0/2),0,(0/11)
org\apache\hive\hcatalog\api\HCatAddPartitionDesc,0,(0/12),0,(0/36),0,(0/22),0,(0/25)
org\apache\hive\hcatalog\api\HCatClient$DropDBMode,0,(0/2),0,(0/2),-,,0,(0/1)
org\apache\hive\hcatalog\api\HCatClient,100,(2/2),63,(5/8),50,(1/2),65,(11/17)
org\apache\hive\hcatalog\api\HCatClientHMSImpl$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\api\HCatClientHMSImpl$ExpressionBuilder,0,(0/6),0,(0/15),0,(0/6),0,(0/29)
org\apache\hive\hcatalog\api\HCatClientHMSImpl,8,(4/53),2,(5/277),0,(0/84),2,(8/484)
org\apache\hive\hcatalog\api\HCatCreateDBDesc$1,-,,-,,-,,-,
org\apache\hive\hcatalog\api\HCatCreateDBDesc$Builder,0,(0/6),0,(0/8),0,(0/2),0,(0/20)
org\apache\hive\hcatalog\api\HCatCreateDBDesc,0,(0/9),0,(0/21),0,(0/8),0,(0/17)
org\apache\hive\hcatalog\api\HCatCreateTableDesc$1,-,,-,,-,,-,
org\apache\hive\hcatalog\api\HCatCreateTableDesc$Builder,0,(0/20),0,(0/23),0,(0/2),0,(0/36)
org\apache\hive\hcatalog\api\HCatCreateTableDesc,0,(0/21),0,(0/21),-,,0,(0/25)
org\apache\hive\hcatalog\api\HCatDatabase,0,(0/6),0,(0/18),0,(0/8),0,(0/11)
org\apache\hive\hcatalog\api\HCatNotificationEvent$Scope,0,(0/2),0,(0/2),-,,0,(0/1)
org\apache\hive\hcatalog\api\HCatNotificationEvent,78,(7/9),54,(7/13),0,(0/4),82,(28/34)
org\apache\hive\hcatalog\api\HCatPartition,0,(0/30),0,(0/61),0,(0/26),0,(0/116)
org\apache\hive\hcatalog\api\HCatPartitionSpec$HCatPartitionIterator,0,(0/4),0,(0/4),-,,0,(0/8)
org\apache\hive\hcatalog\api\HCatPartitionSpec,0,(0/10),0,(0/27),0,(0/16),0,(0/32)
org\apache\hive\hcatalog\api\HCatTable$TableAttribute,0,(0/2),0,(0/2),-,,0,(0/11)
org\apache\hive\hcatalog\api\HCatTable$Type,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hive\hcatalog\api\MetadataJSONSerializer,0,(0/8),0,(0/24),0,(0/8),0,(0/42)
org\apache\hive\hcatalog\api\MetadataSerializer,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\api\ObjectNotFoundException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\api\repl\HCatReplicationTaskIterator$HCatReplicationTaskIteratorNotificationFilter,0,(0/2),0,(0/10),0,(0/10),0,(0/13)
org\apache\hive\hcatalog\api\repl\HCatReplicationTaskIterator,0,(0/7),0,(0/23),0,(0/14),0,(0/40)
org\apache\hive\hcatalog\api\repl\NoopReplicationTask,100,(5/5),100,(5/5),-,,100,(11/11)
org\apache\hive\hcatalog\api\repl\ReplicationTask$1,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\api\repl\ReplicationTask,100,(14/14),89,(32/36),73,(16/22),90,(45/50)
org\apache\hive\hcatalog\api\repl\ReplicationUtils$1,0,(0/2),0,(0/5),0,(0/4),0,(0/4)
org\apache\hive\hcatalog\api\repl\ReplicationUtils,62,(8/13),57,(28/49),44,(14/32),69,(55/80)
org\apache\hive\hcatalog\api\repl\StagingDirectoryProvider$TrivialImpl,100,(2/2),100,(2/2),-,,100,(5/5)
org\apache\hive\hcatalog\api\repl\commands\DropDatabaseCommand,18,(2/11),18,(2/11),-,,29,(7/24)
org\apache\hive\hcatalog\api\repl\commands\DropPartitionCommand,45,(5/11),54,(7/13),50,(1/2),55,(22/40)
org\apache\hive\hcatalog\api\repl\commands\DropTableCommand,18,(2/11),15,(2/13),0,(0/2),30,(11/37)
org\apache\hive\hcatalog\api\repl\commands\ExportCommand,64,(7/11),69,(9/13),100,(2/2),69,(34/49)
org\apache\hive\hcatalog\api\repl\commands\ImportCommand,55,(6/11),55,(6/11),-,,64,(28/44)
org\apache\hive\hcatalog\api\repl\commands\NoopCommand,82,(9/11),82,(9/11),-,,88,(14/16)
org\apache\hive\hcatalog\api\repl\exim\AddPartitionReplicationTask$1,100,(2/2),100,(2/2),-,,100,(10/10)
org\apache\hive\hcatalog\api\repl\exim\AddPartitionReplicationTask$2,100,(2/2),100,(2/2),-,,100,(8/8)
org\apache\hive\hcatalog\api\repl\exim\AddPartitionReplicationTask,100,(4/4),73,(8/11),50,(3/6),88,(14/16)
org\apache\hive\hcatalog\api\repl\exim\AlterPartitionReplicationTask,100,(4/4),100,(4/4),-,,100,(30/30)
org\apache\hive\hcatalog\api\repl\exim\AlterTableReplicationTask,100,(4/4),100,(4/4),-,,100,(23/23)
org\apache\hive\hcatalog\api\repl\exim\CreateDatabaseReplicationTask,100,(1/1),100,(1/1),-,,100,(3/3)
org\apache\hive\hcatalog\api\repl\exim\CreateTableReplicationTask,100,(4/4),100,(4/4),-,,100,(24/24)
org\apache\hive\hcatalog\api\repl\exim\DropDatabaseReplicationTask,100,(4/4),100,(4/4),-,,100,(11/11)
org\apache\hive\hcatalog\api\repl\exim\DropPartitionReplicationTask$1,100,(2/2),100,(2/2),-,,100,(3/3)
org\apache\hive\hcatalog\api\repl\exim\DropPartitionReplicationTask,100,(4/4),100,(4/4),-,,100,(12/12)
org\apache\hive\hcatalog\api\repl\exim\DropTableReplicationTask,100,(4/4),100,(4/4),-,,100,(12/12)
org\apache\hive\hcatalog\api\repl\exim\EximReplicationTaskFactory,100,(2/2),95,(19/20),94,(17/18),95,(19/20)
org\apache\hive\hcatalog\api\repl\exim\InsertReplicationTask,100,(4/4),100,(4/4),-,,100,(25/25)
org\apache\hive\hcatalog\listener\DbNotificationListener$CleanerThread,100,(3/3),71,(5/7),50,(1/2),85,(11/13)
org\apache\hive\hcatalog\listener\DbNotificationListener,19,(3/16),25,(7/28),30,(3/10),14,(14/97)
org\apache\hive\hcatalog\listener\NotificationListener$1,33,(1/3),14,(1/7),0,(0/2),8,(1/12)
org\apache\hive\hcatalog\listener\NotificationListener$2,50,(1/2),50,(1/2),-,,33,(1/3)
org\apache\hive\hcatalog\messaging\AddPartitionMessage,100,(2/2),67,(4/6),50,(2/4),71,(5/7)
org\apache\hive\hcatalog\messaging\AlterPartitionMessage,100,(2/2),67,(4/6),50,(2/4),100,(5/5)
org\apache\hive\hcatalog\messaging\AlterTableMessage,100,(2/2),75,(3/4),50,(1/2),100,(4/4)
org\apache\hive\hcatalog\messaging\CreateDatabaseMessage,100,(1/1),100,(1/1),-,,100,(2/2)
org\apache\hive\hcatalog\messaging\CreateTableMessage,100,(2/2),75,(3/4),50,(1/2),80,(4/5)
org\apache\hive\hcatalog\messaging\DropDatabaseMessage,100,(1/1),100,(1/1),-,,100,(2/2)
org\apache\hive\hcatalog\messaging\DropPartitionMessage,100,(2/2),67,(4/6),50,(2/4),71,(5/7)
org\apache\hive\hcatalog\messaging\DropTableMessage,100,(2/2),75,(3/4),50,(1/2),80,(4/5)
org\apache\hive\hcatalog\messaging\HCatEventMessage$EventType,67,(2/3),67,(2/3),-,,93,(13/14)
org\apache\hive\hcatalog\messaging\HCatEventMessage,100,(3/3),70,(7/10),50,(4/8),73,(8/11)
org\apache\hive\hcatalog\messaging\InsertMessage,100,(2/2),75,(3/4),50,(1/2),80,(4/5)
org\apache\hive\hcatalog\messaging\MessageDeserializer$1,0,(0/1),0,(0/19),-,,0,(0/1)
org\apache\hive\hcatalog\messaging\MessageDeserializer,50,(1/2),8,(1/12),0,(0/10),8,(1/12)
org\apache\hive\hcatalog\messaging\MessageFactory,60,(3/5),50,(4/8),50,(1/2),63,(10/16)
org\apache\hive\hcatalog\messaging\jms\MessagingUtils,0,(0/2),0,(0/6),0,(0/4),0,(0/10)
org\apache\hive\hcatalog\messaging\json\JSONAddPartitionMessage,100,(9/9),90,(9/10),-,,89,(17/19)
org\apache\hive\hcatalog\messaging\json\JSONAlterPartitionMessage,100,(9/9),90,(9/10),-,,89,(17/19)
org\apache\hive\hcatalog\messaging\json\JSONAlterTableMessage,100,(8/8),89,(8/9),-,,88,(15/17)
org\apache\hive\hcatalog\messaging\json\JSONCreateDatabaseMessage,86,(6/7),75,(6/8),-,,80,(12/15)
org\apache\hive\hcatalog\messaging\json\JSONCreateTableMessage,100,(8/8),89,(8/9),-,,88,(15/17)
org\apache\hive\hcatalog\messaging\json\JSONDropDatabaseMessage,29,(2/7),25,(2/8),-,,13,(2/15)
org\apache\hive\hcatalog\messaging\json\JSONDropPartitionMessage,100,(9/9),90,(9/10),-,,89,(17/19)
org\apache\hive\hcatalog\messaging\json\JSONDropTableMessage,100,(8/8),89,(8/9),-,,88,(15/17)
org\apache\hive\hcatalog\messaging\json\JSONInsertMessage,100,(10/10),91,(10/11),-,,90,(19/21)
org\apache\hive\hcatalog\messaging\json\JSONMessageDeserializer,91,(10/11),50,(10/20),-,,39,(12/31)
org\apache\hive\hcatalog\messaging\json\JSONMessageFactory$1,100,(2/2),100,(2/2),-,,100,(2/2)
org\apache\hive\hcatalog\messaging\json\JSONMessageFactory,82,(14/17),85,(17/20),100,(2/2),87,(27/31)
org\apache\hive\hcatalog\streaming\AbstractRecordWriter,89,(8/9),59,(19/32),63,(5/8),62,(41/66)
org\apache\hive\hcatalog\streaming\ConnectionError,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\streaming\DelimitedInputWriter,94,(15/16),76,(50/66),60,(24/40),83,(76/92)
org\apache\hive\hcatalog\streaming\HeartBeatFailure,0,(0/1),0,(0/1),-,,0,(0/4)
org\apache\hive\hcatalog\streaming\HiveEndPoint$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\HiveEndPoint$ConnectionImpl$1,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\HiveEndPoint$ConnectionImpl$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\HiveEndPoint$ConnectionImpl,88,(7/8),46,(32/69),43,(17/40),43,(43/100)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$2,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$3,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$4,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$5,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$6,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl$7,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\streaming\HiveEndPoint$TransactionBatchImpl,78,(14/18),44,(36/82),43,(17/40),49,(72/147)
org\apache\hive\hcatalog\streaming\HiveEndPoint,79,(11/14),35,(22/62),17,(8/46),51,(32/63)
org\apache\hive\hcatalog\streaming\ImpersonationFailed,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\InvalidColumn,100,(1/1),100,(1/1),-,,100,(2/2)
org\apache\hive\hcatalog\streaming\InvalidPartition,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\InvalidTable,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\InvalidTrasactionState,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\PartitionCreationFailed,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\QueryFailedException,0,(0/1),0,(0/1),-,,0,(0/3)
org\apache\hive\hcatalog\streaming\SerializationError,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\StreamingException,50,(1/2),50,(1/2),-,,50,(2/4)
org\apache\hive\hcatalog\streaming\StreamingIOFailure,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\streaming\StrictJsonWriter,17,(1/6),8,(1/12),0,(0/2),8,(2/24)
org\apache\hive\hcatalog\streaming\TransactionBatch$TxnState,100,(2/2),100,(2/2),-,,100,(1/1)
org\apache\hive\hcatalog\streaming\TransactionBatchUnAvailable,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\streaming\TransactionError,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\AppConfig$1,100,(2/2),100,(2/2),-,,100,(2/2)
org\apache\hive\hcatalog\templeton\AppConfig,31,(12/39),65,(60/93),86,(38/44),71,(84/119)
org\apache\hive\hcatalog\templeton\BadParam,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\BusyException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\CallbackFailedException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\CatchallExceptionMapper,0,(0/3),0,(0/5),0,(0/2),0,(0/6)
org\apache\hive\hcatalog\templeton\ColumnDesc,75,(3/4),71,(10/14),50,(6/12),81,(13/16)
org\apache\hive\hcatalog\templeton\CompleteBean,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\CompleteDelegator,0,(0/6),0,(0/46),0,(0/28),0,(0/50)
org\apache\hive\hcatalog\templeton\DatabaseDesc,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\DeleteDelegator,0,(0/3),0,(0/21),0,(0/14),0,(0/28)
org\apache\hive\hcatalog\templeton\EnqueueBean,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\ExecBean,0,(0/3),0,(0/3),-,,0,(0/8)
org\apache\hive\hcatalog\templeton\ExecServiceImpl,33,(3/9),9,(5/54),3,(1/34),9,(9/96)
org\apache\hive\hcatalog\templeton\GroupPermissionsDesc,83,(5/6),63,(17/27),50,(9/18),75,(12/16)
org\apache\hive\hcatalog\templeton\HcatDelegator$1,0,(0/1),0,(0/1),-,,0,(0/3)
org\apache\hive\hcatalog\templeton\HcatDelegator,0,(0/43),0,(0/212),0,(0/148),0,(0/415)
org\apache\hive\hcatalog\templeton\HcatException$1,0,(0/1),0,(0/1),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\HcatException,0,(0/1),0,(0/1),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\HiveDelegator,0,(0/4),0,(0/40),0,(0/30),0,(0/72)
org\apache\hive\hcatalog\templeton\JarDelegator,0,(0/3),0,(0/20),0,(0/12),0,(0/45)
org\apache\hive\hcatalog\templeton\JobItemBean,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\hive\hcatalog\templeton\JsonBuilder,0,(0/16),0,(0/29),0,(0/14),0,(0/49)
org\apache\hive\hcatalog\templeton\LauncherDelegator$1,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hive\hcatalog\templeton\LauncherDelegator$JobType,0,(0/2),0,(0/2),-,,0,(0/1)
org\apache\hive\hcatalog\templeton\LauncherDelegator,0,(0/13),0,(0/36),0,(0/18),0,(0/102)
org\apache\hive\hcatalog\templeton\ListDelegator,0,(0/2),0,(0/15),0,(0/12),0,(0/18)
org\apache\hive\hcatalog\templeton\Main$UserNameHandler,33,(1/3),13,(1/8),0,(0/6),22,(2/9)
org\apache\hive\hcatalog\templeton\MaxByteArrayOutputStream,0,(0/3),0,(0/7),0,(0/4),0,(0/13)
org\apache\hive\hcatalog\templeton\NotAuthorizedException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\PartitionDesc,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hive\hcatalog\templeton\PigDelegator,0,(0/5),0,(0/46),0,(0/40),0,(0/59)
org\apache\hive\hcatalog\templeton\ProxyUserSupport,22,(2/9),9,(7/76),6,(4/66),9,(9/95)
org\apache\hive\hcatalog\templeton\QueueException,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hive\hcatalog\templeton\QueueStatusBean,0,(0/2),0,(0/2),-,,0,(0/16)
