Class_path,Method_%,Method_fraction,Block_%,Block_fraction,Branch_%,Branch_fraction,Line_%,Line_fraction
org\apache\commons\math4\stat\descriptive\SynchronizedDescriptiveStatisticsTest,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\stat\descriptive\SynchronizedMultivariateSummaryStatisticsTest,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\stat\descriptive\SynchronizedSummaryStatisticsTest,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\stat\descriptive\UnivariateStatisticAbstractTest,0,(0/9),0,(0/25),0,(0/12),0,(0/104)
org\apache\commons\math4\stat\descriptive\moment\FirstMomentTest,0,(0/4),0,(0/4),-,,0,(0/25)
org\apache\commons\math4\stat\descriptive\moment\FourthMomentTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\stat\descriptive\moment\GeometricMeanTest,0,(0/4),0,(0/4),-,,0,(0/18)
org\apache\commons\math4\stat\descriptive\moment\InteractionTest,0,(0/2),0,(0/5),0,(0/2),0,(0/19)
org\apache\commons\math4\stat\descriptive\moment\KurtosisTest,0,(0/4),0,(0/4),-,,0,(0/14)
org\apache\commons\math4\stat\descriptive\moment\MeanTest,0,(0/6),0,(0/6),-,,0,(0/13)
org\apache\commons\math4\stat\descriptive\moment\SecondMomentTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\stat\descriptive\moment\SemiVarianceTest,0,(0/10),0,(0/14),-,,0,(0/76)
org\apache\commons\math4\stat\descriptive\moment\SkewnessTest,0,(0/4),0,(0/4),-,,0,(0/12)
org\apache\commons\math4\stat\descriptive\moment\StandardDeviationTest,0,(0/6),0,(0/9),0,(0/2),0,(0/29)
org\apache\commons\math4\stat\descriptive\moment\ThirdMomentTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\stat\descriptive\moment\VarianceTest,0,(0/8),0,(0/11),0,(0/2),0,(0/38)
org\apache\commons\math4\stat\descriptive\moment\VectorialCovarianceTest,0,(0/5),0,(0/16),0,(0/6),0,(0/31)
org\apache\commons\math4\stat\descriptive\moment\VectorialMeanTest,0,(0/5),0,(0/16),0,(0/6),0,(0/31)
org\apache\commons\math4\stat\descriptive\rank\MaxTest,0,(0/5),0,(0/5),-,,0,(0/23)
org\apache\commons\math4\stat\descriptive\rank\MedianTest,0,(0/8),0,(0/17),0,(0/6),0,(0/29)
org\apache\commons\math4\stat\descriptive\rank\MinTest,0,(0/5),0,(0/5),-,,0,(0/23)
org\apache\commons\math4\stat\descriptive\rank\PercentileTest,0,(0/49),0,(0/157),0,(0/48),0,(0/484)
org\apache\commons\math4\stat\descriptive\rank\PSquarePercentileTest,0,(0/51),0,(0/97),0,(0/28),0,(0/401)
org\apache\commons\math4\stat\descriptive\summary\ProductTest,0,(0/8),0,(0/8),-,,0,(0/26)
org\apache\commons\math4\stat\descriptive\summary\SumLogTest,0,(0/5),0,(0/5),-,,0,(0/20)
org\apache\commons\math4\stat\descriptive\summary\SumSqTest,0,(0/5),0,(0/5),-,,0,(0/18)
org\apache\commons\math4\stat\descriptive\summary\SumTest,0,(0/7),0,(0/7),-,,0,(0/23)
org\apache\commons\math4\stat\inference\BinomialTestTest,0,(0/5),0,(0/11),-,,0,(0/53)
org\apache\commons\math4\stat\inference\ChiSquareTestTest,0,(0/8),0,(0/43),0,(0/6),0,(0/127)
org\apache\commons\math4\stat\inference\GTestTest,0,(0/14),0,(0/40),0,(0/4),0,(0/136)
org\apache\commons\math4\stat\inference\InferenceTestUtilsTest,0,(0/17),0,(0/121),0,(0/32),0,(0/307)
org\apache\commons\math4\stat\inference\KolmogorovSmirnovTestTest,0,(0/39),0,(0/107),0,(0/48),0,(0/316)
org\apache\commons\math4\stat\inference\MannWhitneyUTestTest,0,(0/5),0,(0/29),0,(0/8),0,(0/48)
org\apache\commons\math4\stat\inference\OneWayAnovaTest,0,(0/5),0,(0/18),0,(0/6),0,(0/74)
org\apache\commons\math4\stat\inference\TTestTest,0,(0/8),0,(0/77),0,(0/22),0,(0/169)
org\apache\commons\math4\stat\inference\WilcoxonSignedRankTestTest,0,(0/3),0,(0/32),0,(0/2),0,(0/68)
org\apache\commons\math4\stat\interval\AgrestiCoullIntervalTest,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\commons\math4\stat\interval\BinomialConfidenceIntervalAbstractTest,0,(0/9),0,(0/9),-,,0,(0/17)
org\apache\commons\math4\stat\interval\ClopperPearsonIntervalTest,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\commons\math4\stat\interval\IntervalUtilsTest,0,(0/6),0,(0/6),-,,0,(0/21)
org\apache\commons\math4\stat\interval\NormalApproximationIntervalTest,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\commons\math4\stat\interval\WilsonScoreIntervalTest,0,(0/4),0,(0/7),0,(0/2),0,(0/9)
org\apache\commons\math4\stat\ranking\NaturalRankingTest,0,(0/11),0,(0/31),0,(0/14),0,(0/177)
org\apache\commons\math4\stat\regression\GLSMultipleLinearRegressionTest,0,(0/17),0,(0/41),0,(0/20),0,(0/130)
org\apache\commons\math4\stat\regression\MultipleLinearRegressionAbstractTest,0,(0/15),0,(0/20),0,(0/4),0,(0/49)
org\apache\commons\math4\stat\regression\OLSMultipleLinearRegressionTest$1,0,(0/2),0,(0/7),0,(0/4),0,(0/5)
org\apache\commons\math4\stat\regression\OLSMultipleLinearRegressionTest,0,(0/24),0,(0/42),0,(0/12),0,(0/259)
org\apache\commons\math4\stat\regression\SimpleRegressionTest,0,(0/25),0,(0/161),0,(0/86),0,(0/394)
org\apache\commons\math4\transform\FastCosineTransformerTest,0,(0/15),0,(0/64),0,(0/32),0,(0/97)
org\apache\commons\math4\transform\FastFourierTransformerTest,0,(0/17),0,(0/150),0,(0/86),0,(0/251)
org\apache\commons\math4\transform\FastHadamardTransformerTest,0,(0/9),0,(0/26),0,(0/10),0,(0/42)
org\apache\commons\math4\transform\FastSineTransformerTest,0,(0/17),0,(0/77),0,(0/38),0,(0/105)
org\apache\commons\math4\transform\RealTransformerAbstractTest,0,(0/20),0,(0/76),0,(0/32),0,(0/93)
org\apache\commons\math4\util\BigRealFieldTest,0,(0/4),0,(0/7),0,(0/2),0,(0/8)
org\apache\commons\math4\util\BigRealTest,0,(0/15),0,(0/28),0,(0/10),0,(0/103)
org\apache\commons\math4\util\CombinatoricsUtilsTest,0,(0/6),0,(0/11),0,(0/4),0,(0/41)
org\apache\commons\math4\util\Decimal64Test,0,(0/11),0,(0/11),-,,0,(0/319)
org\apache\commons\math4\util\DefaultTransformerTest,0,(0/8),0,(0/10),-,,0,(0/33)
org\apache\commons\math4\util\DoubleArrayAbstractTest,0,(0/5),0,(0/14),0,(0/6),0,(0/50)
org\apache\commons\math4\util\FastMathStrictComparisonTest,0,(0/9),0,(0/85),0,(0/68),0,(0/139)
org\apache\commons\math4\util\FastMathTest,0,(0/81),0,(0/761),0,(0/546),0,(0/1049)
org\apache\commons\math4\util\IncrementorTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\util\IncrementorTest,0,(0/11),0,(0/16),0,(0/2),0,(0/65)
org\apache\commons\math4\util\IntegerSequenceTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\util\IntegerSequenceTest,0,(0/15),0,(0/59),0,(0/26),0,(0/156)
org\apache\commons\math4\util\KthSelectorTest,0,(0/2),0,(0/11),0,(0/6),0,(0/17)
org\apache\commons\math4\util\MathArraysTest,0,(0/56),0,(0/189),0,(0/42),0,(0/507)
org\apache\commons\math4\util\MathUtilsTest,0,(0/20),0,(0/76),0,(0/28),0,(0/179)
org\apache\commons\math4\util\MultidimensionalCounterTest,0,(0/8),0,(0/50),0,(0/16),0,(0/94)
org\apache\commons\math4\util\OpenIntToDoubleHashMapTest,0,(0/24),0,(0/79),0,(0/36),0,(0/190)
org\apache\commons\math4\util\OpenIntToFieldTest,0,(0/24),0,(0/81),0,(0/36),0,(0/196)
org\apache\commons\math4\util\PairTest$MyInteger,0,(0/4),0,(0/9),0,(0/4),0,(0/9)
org\apache\commons\math4\util\PairTest,0,(0/7),0,(0/19),0,(0/8),0,(0/36)
org\apache\commons\math4\util\ResizableDoubleArrayTest$1,0,(0/3),0,(0/6),0,(0/2),0,(0/7)
org\apache\commons\math4\util\ResizableDoubleArrayTest,0,(0/19),0,(0/57),0,(0/8),0,(0/350)
org\apache\commons\math4\util\TestBean,0,(0/7),0,(0/7),-,,0,(0/11)
org\apache\commons\math4\util\TransformerMapTest,0,(0/9),0,(0/9),-,,0,(0/47)
org\apache\hadoop\fs\DefaultFileAccess,0,(0/6),0,(0/18),0,(0/14),0,(0/28)
org\apache\hadoop\fs\ProxyFileSystem,14,(5/37),13,(6/45),0,(0/4),24,(19/79)
org\apache\hadoop\fs\ProxyLocalFileSystem,67,(2/3),75,(6/8),50,(2/4),89,(16/18)
org\apache\hadoop\hive\accumulo\AccumuloConnectionParameters,82,(9/11),86,(18/21),90,(9/10),88,(30/34)
org\apache\hadoop\hive\accumulo\AccumuloHiveConstants,50,(1/2),50,(1/2),-,,89,(8/9)
org\apache\hadoop\hive\accumulo\AccumuloHiveRow$ColumnTuple,71,(5/7),50,(11/22),33,(6/18),57,(16/28)
org\apache\hadoop\hive\accumulo\AccumuloHiveRow,93,(13/14),86,(43/50),81,(26/32),88,(73/83)
org\apache\hadoop\hive\accumulo\AccumuloStorageHandler,35,(8/23),46,(38/82),48,(23/48),47,(64/135)
org\apache\hadoop\hive\accumulo\TestAccumuloConnectionParameters,100,(6/6),100,(8/8),-,,100,(36/36)
org\apache\hadoop\hive\accumulo\TestAccumuloHiveRow,100,(5/5),100,(17/17),100,(8/8),100,(43/43)
org\apache\hadoop\hive\accumulo\TestAccumuloStorageHandler,100,(16/16),100,(16/16),-,,100,(257/257)
org\apache\hadoop\hive\accumulo\TestLazyAccumuloMap,100,(6/6),100,(6/6),-,,100,(96/96)
org\apache\hadoop\hive\accumulo\TestLazyAccumuloRow,100,(4/4),100,(4/4),-,,100,(124/124)
org\apache\hadoop\hive\accumulo\Utils,0,(0/12),0,(0/87),0,(0/66),0,(0/154)
org\apache\hadoop\hive\accumulo\columns\ColumnEncoding,93,(13/14),88,(35/40),79,(22/28),91,(49/54)
org\apache\hadoop\hive\accumulo\columns\ColumnMapper,100,(11/11),88,(44/50),76,(26/34),86,(54/63)
org\apache\hadoop\hive\accumulo\columns\ColumnMapping,83,(5/6),83,(5/6),-,,58,(14/24)
org\apache\hadoop\hive\accumulo\columns\ColumnMappingFactory,67,(4/6),85,(34/40),84,(27/32),82,(54/66)
org\apache\hadoop\hive\accumulo\columns\HiveAccumuloColumnMapping,100,(8/8),100,(14/14),83,(5/6),100,(19/19)
org\apache\hadoop\hive\accumulo\columns\HiveAccumuloMapColumnMapping,75,(6/8),50,(11/22),21,(3/14),55,(12/22)
org\apache\hadoop\hive\accumulo\columns\HiveAccumuloRowIdColumnMapping,100,(2/2),100,(2/2),-,,100,(4/4)
org\apache\hadoop\hive\accumulo\columns\HiveColumn,0,(0/3),0,(0/3),-,,0,(0/8)
org\apache\hadoop\hive\accumulo\columns\InvalidColumnMappingException,25,(1/4),25,(1/4),-,,25,(2/8)
org\apache\hadoop\hive\accumulo\columns\TestColumnEncoding,100,(16/16),100,(16/16),-,,100,(62/62)
org\apache\hadoop\hive\accumulo\columns\TestColumnMapper,100,(7/7),100,(20/20),90,(9/10),100,(101/101)
org\apache\hadoop\hive\accumulo\columns\TestColumnMappingFactory,100,(14/14),100,(14/14),-,,100,(83/83)
org\apache\hadoop\hive\accumulo\columns\TestHiveAccumuloColumnMapping,100,(2/2),100,(2/2),-,,100,(7/7)
org\apache\hadoop\hive\accumulo\columns\TestHiveRowIdColumnMapping,100,(2/2),100,(2/2),-,,100,(4/4)
org\apache\hadoop\hive\accumulo\mr\HiveAccumuloRecordReader,63,(5/8),68,(15/22),70,(7/10),75,(30/40)
org\apache\hadoop\hive\accumulo\mr\HiveAccumuloSplit,33,(3/9),30,(3/10),-,,24,(5/21)
org\apache\hadoop\hive\accumulo\mr\HiveAccumuloTableInputFormat,88,(15/17),55,(55/100),64,(28/44),53,(102/192)
org\apache\hadoop\hive\accumulo\mr\HiveAccumuloTableOutputFormat,88,(7/8),79,(15/19),100,(2/2),79,(30/38)
org\apache\hadoop\hive\accumulo\mr\TestHiveAccumuloTableInputFormat,100,(21/21),100,(72/72),89,(39/44),100,(474/474)
org\apache\hadoop\hive\accumulo\mr\TestHiveAccumuloTableOutputFormat,100,(8/8),100,(8/8),-,,100,(290/290)
org\apache\hadoop\hive\accumulo\mr\TestHiveAccumuloTypes,100,(3/3),100,(9/9),100,(4/4),100,(500/500)
org\apache\hadoop\hive\accumulo\predicate\AccumuloPredicateHandler,94,(16/17),77,(58/75),78,(36/46),76,(120/158)
org\apache\hadoop\hive\accumulo\predicate\AccumuloRangeGenerator$1,100,(1/1),60,(3/5),-,,100,(1/1)
org\apache\hadoop\hive\accumulo\predicate\AccumuloRangeGenerator,100,(10/10),82,(91/111),79,(69/87),78,(103/132)
org\apache\hadoop\hive\accumulo\predicate\NoSuchCompareOpException,33,(1/3),33,(1/3),-,,33,(2/6)
org\apache\hadoop\hive\accumulo\predicate\NoSuchPrimitiveComparisonException,33,(1/3),33,(1/3),-,,33,(2/6)
org\apache\hadoop\hive\accumulo\predicate\PrimitiveComparisonFilter,100,(7/7),83,(20/24),90,(9/10),83,(40/48)
org\apache\hadoop\hive\accumulo\predicate\PushdownTuple,100,(6/6),65,(11/17),50,(4/8),53,(20/38)
org\apache\hadoop\hive\accumulo\predicate\TestAccumuloRangeGenerator,100,(9/9),70,(16/23),-,,95,(242/256)
org\apache\hadoop\hive\accumulo\predicate\TestPrimitiveComparisonFilter,100,(3/3),100,(9/9),100,(4/4),100,(24/24)
org\apache\hadoop\hive\accumulo\predicate\compare\DoubleCompare,90,(9/10),86,(25/29),83,(10/12),92,(12/13)
org\apache\hadoop\hive\accumulo\predicate\compare\Equal,80,(4/5),80,(4/5),-,,88,(7/8)
org\apache\hadoop\hive\accumulo\predicate\compare\GreaterThan,80,(4/5),80,(4/5),-,,88,(7/8)
org\apache\hadoop\hive\accumulo\predicate\compare\GreaterThanOrEqual,80,(4/5),80,(4/5),-,,88,(7/8)
org\apache\hadoop\hive\accumulo\predicate\compare\IntCompare,90,(9/10),83,(24/29),83,(10/12),77,(10/13)
org\apache\hadoop\hive\accumulo\predicate\compare\LessThan,80,(4/5),80,(4/5),-,,88,(7/8)
org\apache\hadoop\hive\accumulo\predicate\compare\LessThanOrEqual,60,(3/5),60,(3/5),-,,63,(5/8)
org\apache\hadoop\hive\accumulo\predicate\compare\Like,40,(2/5),40,(2/5),-,,50,(4/8)
org\apache\hadoop\hive\accumulo\predicate\compare\LongCompare,90,(9/10),86,(25/29),83,(10/12),93,(13/14)
org\apache\hadoop\hive\accumulo\predicate\compare\NotEqual,40,(2/5),63,(5/8),100,(2/2),50,(4/8)
org\apache\hadoop\hive\accumulo\predicate\compare\StringCompare,91,(10/11),85,(22/26),80,(8/10),93,(14/15)
org\apache\hadoop\hive\accumulo\predicate\compare\TestStringCompare,100,(9/9),100,(9/9),-,,100,(62/62)
org\apache\hadoop\hive\accumulo\serde\AccumuloCompositeRowId,0,(0/3),0,(0/6),0,(0/2),0,(0/13)
org\apache\hadoop\hive\accumulo\serde\AccumuloRowSerializer$1,100,(1/1),56,(5/9),-,,100,(1/1)
org\apache\hadoop\hive\accumulo\serde\AccumuloRowSerializer,100,(12/12),75,(60/80),66,(39/59),79,(110/140)
org\apache\hadoop\hive\accumulo\serde\AccumuloSerDe,62,(8/13),71,(17/24),75,(6/8),81,(39/48)
org\apache\hadoop\hive\accumulo\serde\AccumuloSerDeParameters,71,(17/24),54,(32/59),39,(14/36),61,(50/82)
org\apache\hadoop\hive\accumulo\serde\CompositeAccumuloRowIdFactory,0,(0/4),0,(0/5),-,,0,(0/11)
org\apache\hadoop\hive\accumulo\serde\DefaultAccumuloRowIdFactory,83,(5/6),80,(8/10),75,(3/4),88,(14/16)
org\apache\hadoop\hive\accumulo\serde\DelimitedAccumuloRowIdFactory,83,(5/6),48,(10/21),29,(4/14),48,(15/31)
org\apache\hadoop\hive\accumulo\serde\FirstCharAccumuloCompositeRowId,0,(0/3),0,(0/3),-,,0,(0/12)
org\apache\hadoop\hive\accumulo\serde\TestAccumuloRowSerializer,100,(6/6),100,(15/15),100,(6/6),100,(171/171)
org\apache\hadoop\hive\accumulo\serde\TestAccumuloSerDe,100,(17/17),100,(32/32),100,(10/10),100,(284/284)
org\apache\hadoop\hive\accumulo\serde\TestAccumuloSerDeParameters,100,(6/6),100,(6/6),-,,100,(42/42)
org\apache\hadoop\hive\accumulo\serde\TestDefaultAccumuloRowIdFactory,100,(4/4),100,(4/4),-,,100,(53/53)
org\apache\hadoop\hive\accumulo\serde\TooManyAccumuloColumnsException,25,(1/4),25,(1/4),-,,25,(2/8)
org\apache\hadoop\hive\accumulo\serde\TooManyHiveColumnsException,25,(1/4),25,(1/4),-,,25,(2/8)
org\apache\hadoop\hive\ant\DistinctElementsClassPath,0,(0/4),0,(0/14),0,(0/12),0,(0/18)
org\apache\hadoop\hive\ant\GenVectorCode,0,(0/99),0,(0/415),0,(0/312),0,(0/1348)
org\apache\hadoop\hive\ant\GenVectorTestCode$TestSuiteClassName,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hadoop\hive\ant\GenVectorTestCode,0,(0/8),0,(0/39),0,(0/24),0,(0/128)
org\apache\hadoop\hive\ant\GetVersionPref,0,(0/6),0,(0/15),0,(0/6),0,(0/18)
org\apache\hadoop\hive\ant\QTestGenTask$DisabledQFileFilter,0,(0/2),0,(0/8),0,(0/6),0,(0/6)
org\apache\hadoop\hive\ant\QTestGenTask$IncludeFilter,0,(0/2),0,(0/6),0,(0/4),0,(0/4)
org\apache\hadoop\hive\ant\QTestGenTask$QFileFilter,0,(0/2),0,(0/7),0,(0/6),0,(0/9)
org\apache\hadoop\hive\ant\QTestGenTask$QFileRegexFilter,0,(0/2),0,(0/5),0,(0/4),0,(0/8)
org\apache\hadoop\hive\cli\CliDriver$1,0,(0/2),0,(0/7),0,(0/4),0,(0/13)
org\apache\hadoop\hive\cli\CliDriver$2,0,(0/2),0,(0/9),0,(0/10),0,(0/3)
org\apache\hadoop\hive\cli\CliDriver$3,0,(0/2),0,(0/5),0,(0/4),0,(0/7)
org\apache\hadoop\hive\cli\CliDriver$4,0,(0/2),0,(0/25),0,(0/22),0,(0/28)
org\apache\hadoop\hive\cli\CliDriver$5,0,(0/2),0,(0/6),0,(0/4),0,(0/2)
org\apache\hadoop\hive\cli\CliDriver$6,0,(0/2),0,(0/4),0,(0/2),0,(0/5)
org\apache\hadoop\hive\cli\CliDriver$7,0,(0/2),0,(0/5),0,(0/2),0,(0/8)
org\apache\hadoop\hive\cli\CliSessionState,50,(1/2),25,(1/4),-,,44,(4/9)
org\apache\hadoop\hive\cli\OptionsProcessor,0,(0/6),0,(0/28),0,(0/18),0,(0/94)
org\apache\hadoop\hive\contrib\fileformat\base64\Base64TextInputFormat$Base64LineRecordReader,0,(0/8),0,(0/24),0,(0/14),0,(0/32)
org\apache\hadoop\hive\contrib\fileformat\base64\Base64TextInputFormat,0,(0/5),0,(0/9),-,,0,(0/21)
org\apache\hadoop\hive\contrib\fileformat\base64\Base64TextOutputFormat$Base64RecordWriter,0,(0/5),0,(0/25),0,(0/14),0,(0/31)
org\apache\hadoop\hive\contrib\fileformat\base64\Base64TextOutputFormat,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\hadoop\hive\contrib\genericudf\example\GenericUDFDBOutput,0,(0/5),0,(0/29),0,(0/14),0,(0/49)
org\apache\hadoop\hive\contrib\metastore\hooks\SampleURLHook,0,(0/3),0,(0/5),0,(0/2),0,(0/6)
org\apache\hadoop\hive\contrib\mr\GenericMR$1,100,(2/2),100,(2/2),-,,100,(3/3)
org\apache\hadoop\hive\contrib\mr\GenericMR$2,100,(2/2),100,(2/2),-,,100,(4/4)
org\apache\hadoop\hive\contrib\mr\GenericMR$KeyRecordIterator,75,(3/4),90,(9/10),100,(6/6),89,(8/9)
org\apache\hadoop\hive\contrib\mr\GenericMR$OutputStreamOutput,80,(4/5),85,(11/13),75,(6/8),82,(14/17)
org\apache\hadoop\hive\contrib\mr\GenericMR$RecordReader,86,(6/7),86,(12/14),100,(4/4),76,(13/17)
org\apache\hadoop\hive\contrib\mr\GenericMR,67,(4/6),67,(10/15),100,(2/2),74,(14/19)
org\apache\hadoop\hive\contrib\mr\example\IdentityMapper$1,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\hadoop\hive\contrib\mr\example\IdentityMapper,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hadoop\hive\contrib\mr\example\WordCountReduce$1,0,(0/2),0,(0/5),0,(0/2),0,(0/6)
org\apache\hadoop\hive\contrib\mr\example\WordCountReduce,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\hadoop\hive\contrib\serde2\MultiDelimitSerDe$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hadoop\hive\contrib\serde2\RegexSerDe,67,(6/9),67,(36/54),59,(20/34),72,(59/82)
org\apache\hadoop\hive\contrib\serde2\TypedBytesSerDe$1,0,(0/1),0,(0/27),-,,0,(0/2)
org\apache\hadoop\hive\contrib\serde2\TypedBytesSerDe,0,(0/10),0,(0/119),0,(0/90),0,(0/144)
org\apache\hadoop\hive\contrib\serde2\s3\S3LogStruct,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleAvg$UDAFAvgState,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleAvg$UDAFExampleAvgEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/18)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleAvg,0,(0/1),0,(0/1),-,,0,(0/2)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleGroupConcat$UDAFExampleGroupConcatEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/20)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleGroupConcat,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax$MaxDoubleEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax$MaxFloatEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax$MaxIntEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax$MaxLongEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax$MaxShortEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax$MaxStringEvaluator,0,(0/6),0,(0/17),0,(0/10),0,(0/16)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMax,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMaxMinNUtil$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMaxMinNUtil$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMaxMinNUtil$Evaluator,0,(0/6),0,(0/31),0,(0/22),0,(0/27)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMaxMinNUtil$State,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMaxN$UDAFMaxNEvaluator,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMaxN,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin$MinDoubleEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin$MinFloatEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin$MinIntEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin$MinLongEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin$MinShortEvaluator,0,(0/6),0,(0/16),0,(0/8),0,(0/15)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin$MinStringEvaluator,0,(0/6),0,(0/17),0,(0/10),0,(0/16)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMin,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMinN$UDAFMinNEvaluator,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\udaf\example\UDAFExampleMinN,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\hadoop\hive\contrib\udf\UDFRowSequence,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\hadoop\hive\contrib\udf\example\UDFExampleAdd,0,(0/3),0,(0/13),0,(0/8),0,(0/11)
org\apache\hadoop\hive\contrib\udf\example\UDFExampleArraySum,0,(0/2),0,(0/9),0,(0/6),0,(0/9)
org\apache\hadoop\hive\contrib\udf\example\UDFExampleFormat,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\udf\example\UDFExampleMapConcat,0,(0/2),0,(0/10),0,(0/6),0,(0/12)
org\apache\hadoop\hive\contrib\udf\example\UDFExampleStructPrint,0,(0/2),0,(0/7),0,(0/4),0,(0/8)
org\apache\hadoop\hive\contrib\udtf\example\GenericUDTFCount2,0,(0/4),0,(0/4),-,,0,(0/14)
org\apache\hadoop\hive\contrib\udtf\example\GenericUDTFExplode2,0,(0/5),0,(0/12),0,(0/6),0,(0/24)
org\apache\hadoop\hive\contrib\util\typedbytes\Type,0,(0/2),0,(0/2),-,,0,(0/9)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesInput$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesInput,0,(0/31),0,(0/97),0,(0/56),0,(0/154)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesOutput$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesOutput,0,(0/27),0,(0/57),0,(0/26),0,(0/99)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesRecordInput$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesRecordInput,0,(0/18),0,(0/18),-,,0,(0/33)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesRecordOutput$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesRecordOutput,0,(0/18),0,(0/18),-,,0,(0/34)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesRecordReader$1,0,(0/1),0,(0/17),-,,0,(0/1)
org\apache\hadoop\hive\contrib\util\typedbytes\TypedBytesRecordReader,0,(0/9),0,(0/79),0,(0/68),0,(0/115)
